sentence,label
She ordered a toasted English muffin that came out untoasted,0
Never going back,0
The bus boy on the other hand was so rude,0
"By this point , my friends and I had basically figured out this place was a joke and did n't mind making it publicly and loudly known",0
The only downside is the service,0
"Also , the fries are without a doubt the worst fries I 've ever had",0
"I go to far too many places and I 've never seen any restaurant that serves a 1 egg breakfast , especially for 400 dollars",0
When my mom and I got home she immediately got sick and she only had a few bites of salad,0
The servers are not pleasant to deal with and they do n't always honor Pizza Hut coupons,0
Everything was gross,0
"First , the bathrooms at this location were dirty, Seat covers were not replenished and just plain yucky",0
The burger I got the Gold Standard a 17 dollars burger and was kind of disappointed,0
There is nothing authentic about this place,0
the spaghetti is nothing special what so ever,0
The selection was probably the worst I 've seen in Vegasthere was none,0
We sat another ten minutes and finally gave up and left,0
He was terrible,0
It should n't take 30 min for pancakes and eggs,0
"Sadly , Gordon Ramsey 's Steak is a place we shall sharply avoid during our next trip to Vegas",0
The buffet is small and all the food they offered was BLAND,0
Definitely a turn off for me and i doubt I 'll be back unless someone else is buying,0
"I find wasting food to be despicable , but this just was n't food",0
My wife had the Lobster Bisque soup which was lukewarm,0
I left with a stomach ache and felt sick the rest of the day,0
They dropped more than the ball,0
And the beans and rice were mediocre at best,0
I took back my money and got outta there,0
RUDE and INCONSIDERATE MANAGEMENT,0
"The staff are now not as friendly , the wait times for being served are horrible , no one even says hi for the first 10 minutes",0
I will not be back,0
The food was terrible,0
WILL NEVER EVER GO BACK AND HAVE TOLD MANY PEOPLE WHAT HAD HAPPENED,0
I do n't recommend unless your car breaks down in front of it and you are starving,0
This place deserves one star and 90 percents has to do with the food,0
This is a disgrace,0
I 'm probably one of the few people to ever go to Ians and not like it,0
This one is simply a disappointment,0
"Overall , I was very disappointed with the quality of food at Bouchon",0
I do n't have to be an accountant to know I 'm getting screwed,0
Left very frustrated,0
TOTAL WASTE OF TIME,0
"For service , I give them no stars",0
I can take a little bad service but the food sucks,0
Gave up trying to eat any of the crust teeth still sore,0
But now I was completely grossed out,0
"On the ground , right next to our table was a large , smeared , been,stepped,in,and,tracked,everywhere pile of green bird poop",0
"Furthermore , you can not even find hours of operation on the website",0
We 've tried to like this place but after 10+ times I think we 're done with them,0
What a mistake that was,0
Waiter was a jerk,0
"Strike 2 , who wants to be rushed",0
I never come again,0
Ordered an appetizer and took 40 minutes and then the pizza another 10 minutes,0
It was a huge awkward 15 piece of cow that was 3 or 4ths gristle and fat,0
I 'll take my business dinner dollars elsewhere,0
Nothing special,0
Will not be back,0
Sauce was tasteless,0
I do n't think we 'll be going back anytime soon,0
I am far from a sushi connoisseur but I can definitely tell the difference between good food and bad food and this was certainly bad food,0
I was so insulted,0
The last 3 times I had lunch here has been bad,0
The chicken wings contained the driest chicken meat I have ever eaten,0
Definitely not worth the 3 dollars I paid,0
The manager was the worst,0
I do n't think I 'll be running back to Carly 's anytime soon for food,0
"This is was due to the fact that it took 20 minutes to be acknowledged , then another 35 minutes to get our foodand they kept forgetting things",0
The one down note is the ventilation could use some upgrading,0
Do n't waste your time here,0
"Total letdown , I would much rather just go to the Camelback Flower Shop and Cartel Coffee",0
"Third , the cheese on my friend 's burger was cold",0
We asked for the bill to leave without eating and they did n't bring that either,0
Seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh,0
The selection of food was not the best,0
I dont think I will be back for a very long time,0
"It was attached to a gas station , and that is rarely a good sign",0
"Worse of all , he humiliated his worker right in front of meBunch of horrible name callings",0
And then tragedy struck,0
"I 'd rather eat airline food , seriously",0
I would not recommend this place,0
Overall I was n't very impressed with Noca,0
My gyro was basically lettuce only,0
Terrible service,0
Thoroughly disappointed,0
it was a drive to get there,0
"Anyway , I do not think i will go back there",0
"A greasy , unhealthy meal",0
first time there and might just be the last,0
"Similarly , the delivery man did not say a word of apology when our food was 45 minutes late",0
And it was way to expensive,0
Terrible management,0
If there were zero stars I would give it zero stars,0
Worst martini ever,0
We waited for thirty minutes to be seated although there were 8 vacant tables and we were the only folks waiting,0
